hand_id,bankroll_bb
256672811171,0.0000
256672818213,0.0000
256672818900,0.0000
256672821061,0.0000
256672821576,0.0000
256672823265,0.0000
256672827161,0.0000
256672831221,0.0000
256672836733,0.0000
256672839687,0.0000
256672843958,0.0000
256672845755,0.0000
256672848671,0.0000
256672850550,0.0000
256672854523,0.0000
256672856291,0.0000
256672921005,0.0000
256672923604,0.0000
256672928154,0.0000
256672931432,0.0000
256672935657,0.0000
256672937492,0.0000
256672938868,0.0000
256672943209,0.0000
256672944574,0.0000
256672946916,0.0000
256672949982,0.0000
256672952538,0.0000
256672955520,0.0000
256672958247,0.0000
256672960209,0.0000
256672962214,0.0000
256672965735,0.0000
256672969871,0.0000
256672974962,0.0000
256672976710,0.0000
256672978668,0.0000
256672980415,0.0000
256672981413,0.0000
256672984621,0.0000
256672988100,0.0000
256672991179,0.0000
256672992928,0.0000
256672993880,0.0000
256672995099,0.0000
256672997587,0.0000
256672998461,0.0000
256673002608,0.0000
256673005705,0.0000
256673011443,0.0000
256673012436,0.0000
256673014909,0.0000
256673017292,0.0000
256673018897,0.0000
256673023620,0.0000
256673026116,0.0000
256673029424,0.0000
256673031335,0.0000
256673032075,0.0000
256673035049,0.0000
256673038861,0.0000
256673043407,0.0000
256673045257,0.0000
256673051187,0.0000
256673055856,0.0000
256673057898,0.0000
256673060863,0.0000
256673066512,0.0000
256673067870,0.0000
256673070023,0.0000
256673071575,0.0000
256673074394,0.0000
256673076598,0.0000
256673079262,0.0000
256673082741,0.0000
256673086523,0.0000
256673093484,0.0000
256673098129,0.0000
256672892389,0.0000
256672893737,0.0000
256672894366,0.0000
256672897197,0.0000
256672898222,0.0000
256672899985,0.0000
256672901845,0.0000
256672903463,0.0000
256672906494,0.0000
256672910773,0.0000
256672912092,0.0000
256672914701,0.0000
256672915717,0.0000
256672919669,0.0000
256673156351,0.0000
256673161260,0.0000
256673164132,0.0000
256673167875,0.0000
256673177176,0.0000
256673179479,0.0000
256673181646,0.0000
256673187408,0.0000
256673195456,0.0000
256673199220,0.0000
256673204215,0.0000
256673206250,0.0000
256673209220,0.0000
256673217330,0.0000
256673224090,0.0000
256673226215,0.0000
256673229611,0.0000
256673234700,0.0000
256673236334,0.0000
256673240403,0.0000
256673243686,0.0000
256673246785,0.0000
256673250477,0.0000
256673255236,0.0000
256673257223,0.0000
256673262867,0.0000
256673266166,0.0000
256673268884,0.0000
256673333618,0.0000
256673335720,0.0000
256673337366,0.0000
256673338505,0.0000
256673344737,0.0000
256673346275,0.0000
256673349239,0.0000
256673353574,0.0000
256673361922,0.0000
256673363312,0.0000
256673365458,0.0000
256673369198,0.0000
256673371350,0.0000
256673376377,0.0000
256673378472,0.0000
256673380930,0.0000
256673383170,0.0000
256673385109,0.0000
256673389313,0.0000
256673393267,0.0000
256673394374,0.0000
256673397108,0.0000
256673398187,0.0000
